po_ref,vendor_name,product_reference,order_date,difot_date,order_qty,received_qty_before_difot,line_difot_score
PO06157,Retech Precision Mould Limited,1007911-001,2021-10-07 00:38:57,2021-11-11 00:38:57,2.0,2.0,1.0
PO06157,Retech Precision Mould Limited,1007259-001,2021-10-07 00:38:57,2021-11-11 00:38:57,2.0,2.0,1.0
PO06157,Retech Precision Mould Limited,1007910-001,2021-10-07 00:38:57,2021-11-11 00:38:57,2.0,2.0,1.0
PO06157,Retech Precision Mould Limited,1006249-004,2021-10-07 00:38:57,2021-11-11 00:38:57,2.0,2.0,1.0
PO07301,Campbells,23008,2022-05-09 03:41:43,2022-06-13 03:41:43,1.0,9.0,1.0
PO07301,Campbells,24015,2022-05-09 03:41:43,2022-06-13 03:41:43,1.0,1.0,1.0
PO08016,Australian Scientific,24015,2022-10-10 03:22:39,2022-11-14 03:22:39,1.0,1.0,1.0
PO08016,Australian Scientific,29000,2022-10-10 03:22:39,2022-11-14 03:22:39,2.0,2.0,1.0
PO07089,Ikea,23250,2022-03-09 04:40:05,2022-03-16 04:40:05,20.0,21.0,1.0
PO04516,3D Metalforge Pte Ltd,1007154-002,2020-12-07 22:37:14,2021-01-11 22:37:14,5.0,5.0,1.0
PO04516,3D Metalforge Pte Ltd,1007153-002,2020-12-07 22:37:14,2021-01-11 22:37:14,5.0,5.0,1.0
PO05956,"DJ MODEL & TOOLING CO.,LIMITED",1007846-002,2021-09-08 00:11:13,2021-10-13 00:11:13,20.0,20.0,1.0
PO05956,"DJ MODEL & TOOLING CO.,LIMITED",1007847-001,2021-09-08 00:11:13,2021-10-13 00:11:13,20.0,20.0,1.0
PO05956,"DJ MODEL & TOOLING CO.,LIMITED",1007177-002,2021-09-08 00:11:13,2021-10-13 00:11:13,10.0,10.0,1.0
PO05389,Fujian Hitronics Technologies Inc,1007790-001,2021-06-04 05:12:40,2021-08-20 05:12:40,5.0,5.0,1.0
PO07082,Odoo Limited,23502,2022-03-08 03:53:33,2022-03-15 03:53:33,10.0,14.0,1.0
PO06279,Solid Photon Inc,1007735-001,2021-10-21 03:43:30,2021-12-02 03:43:30,2.0,2.0,1.0
PO06279,Solid Photon Inc,1007734-001,2021-10-21 03:43:30,2021-11-25 03:43:30,2.0,2.0,1.0
PO04999,Samec Pty Ltd,1007222-002,2021-03-16 04:12:58,2021-04-20 04:12:58,8.0,8.0,1.0
PO05729,Gorilla Circuits,1008085-001,2021-07-26 22:52:13,2021-08-30 22:52:13,24.0,24.0,1.0
PO05243,"Sino-Tools Industrial Co., Limited",1007259-001,2021-05-04 04:44:38,2021-06-08 04:44:38,3.0,3.0,1.0
PO05243,"Sino-Tools Industrial Co., Limited",1007260-001,2021-05-04 04:44:38,2021-06-08 04:44:38,3.0,3.0,1.0
PO05243,"Sino-Tools Industrial Co., Limited",1007261-001,2021-05-04 04:44:38,2021-06-08 04:44:38,6.0,6.0,1.0
PO05243,"Sino-Tools Industrial Co., Limited",1007262-001,2021-05-04 04:44:38,2021-06-08 04:44:38,6.0,6.0,1.0
PO05243,"Sino-Tools Industrial Co., Limited",1006249-002,2021-05-04 04:44:38,2021-06-08 04:44:38,3.0,3.0,1.0
PO05759,"DJ MODEL & TOOLING CO.,LIMITED",1008055-001,2021-07-30 02:05:36,2021-09-03 02:05:36,5.0,5.0,1.0
PO05759,"DJ MODEL & TOOLING CO.,LIMITED",1007894-001,2021-07-30 02:05:36,2021-09-03 02:05:36,5.0,5.0,1.0
PO05759,"DJ MODEL & TOOLING CO.,LIMITED",1007432-001,2021-07-30 02:05:36,2021-09-03 02:05:36,10.0,10.0,1.0
PO05759,"DJ MODEL & TOOLING CO.,LIMITED",1007901-001,2021-07-30 02:05:36,2021-09-03 02:05:36,10.0,14.0,1.0
PO05759,"DJ MODEL & TOOLING CO.,LIMITED",1007905-001,2021-07-30 02:05:36,2021-09-03 02:05:36,10.0,10.0,1.0
PO06921,Warren & Brown Technologies (AKA Warren Brown Tools),29000,2022-02-06 22:07:34,2022-03-13 22:07:34,5.0,15.0,1.0
PO05840,"DJ MODEL & TOOLING CO.,LIMITED",1007678-002,2021-08-16 01:17:32,2021-09-20 01:17:32,4.0,4.0,1.0
PO05840,"DJ MODEL & TOOLING CO.,LIMITED",1007680-004,2021-08-16 01:17:32,2021-09-27 01:17:32,4.0,4.0,1.0
PO05840,"DJ MODEL & TOOLING CO.,LIMITED",1007681-003,2021-08-16 01:17:32,2021-09-27 01:17:32,4.0,4.0,1.0
PO05840,"DJ MODEL & TOOLING CO.,LIMITED",1007679-003,2021-08-16 01:17:32,2021-09-20 01:17:32,2.0,2.0,1.0
PO05840,"DJ MODEL & TOOLING CO.,LIMITED",1008143-001,2021-08-16 01:17:32,2021-09-20 01:17:32,2.0,2.0,1.0
PO06961,Austest Laboratories,29000,2022-02-09 23:07:58,2022-03-16 23:07:58,1.0,2.0,1.0
PO06629,"DJ MODEL & TOOLING CO.,LIMITED",1007853-004,2021-12-07 04:51:19,2022-01-11 04:51:19,5.0,5.0,1.0
PO07060,Thorlabs Inc,60500,2022-03-03 22:47:02,2022-03-10 22:47:02,1.0,3.0,1.0
PO07211,Supercheap Auto,29000,2022-04-07 04:00:52,2022-05-12 04:00:52,8.0,8.0,1.0
PO04213,Lumentum Operations LLC (For US orders),1001110-001,2020-09-04 03:02:46,2020-10-09 03:02:46,300.0,100.0,0.3333333333333333
PO06838,"Zemax, LLC",23500,2022-01-18 23:39:17,2022-01-25 23:39:17,5.0,0.0,0.0
PO06714,"DJ MODEL & TOOLING CO.,LIMITED",1008633-001,2021-12-20 00:22:25,2022-01-24 00:22:25,2.0,2.0,1.0
PO06714,"DJ MODEL & TOOLING CO.,LIMITED",1008634-001,2021-12-20 00:22:25,2022-01-24 00:22:25,2.0,2.0,1.0
PO06714,"DJ MODEL & TOOLING CO.,LIMITED",1008636-001,2021-12-20 00:22:25,2022-01-24 00:22:25,2.0,2.0,1.0
PO06714,"DJ MODEL & TOOLING CO.,LIMITED",1008632-001,2021-12-20 00:22:25,2022-01-24 00:22:25,2.0,2.0,1.0
PO06714,"DJ MODEL & TOOLING CO.,LIMITED",1008637-001,2021-12-20 00:22:25,2022-01-24 00:22:25,2.0,2.0,1.0
PO06714,"DJ MODEL & TOOLING CO.,LIMITED",1008631-001,2021-12-20 00:22:25,2022-01-24 00:22:25,2.0,2.0,1.0
PO06714,"DJ MODEL & TOOLING CO.,LIMITED",1008635-001,2021-12-20 00:22:25,2022-01-24 00:22:25,2.0,2.0,1.0
PO06944,SCORPTEC COMPUTERS,23502,2022-02-08 22:18:15,2022-02-15 22:18:15,2.0,2.0,1.0
PO06944,SCORPTEC COMPUTERS,24015,2022-02-08 22:18:15,2022-03-15 22:18:15,1.0,1.0,1.0
PO06675,Gorilla Circuits,29000,2021-12-14 03:32:21,2022-01-18 03:32:21,20.0,0.0,0.0
PO07110,Flick Anticimex,23430,2022-03-14 23:28:35,2022-03-21 23:28:35,1.0,1.0,1.0
PO06966,3ERP,29000,2022-02-10 22:28:30,2022-03-17 22:28:30,6.0,6.0,1.0
PO07379,Papaya Content Marketing (name changed from Brand Voice Content),28000,2022-05-23 03:32:59,2022-06-27 03:32:59,1.0,2.0,1.0
PO04882,Snapp Engineering,1007461-001,2021-02-23 04:06:47,2021-03-30 04:06:47,2.0,2.0,1.0
PO04292,PCB Zone (Circuit Labs)-closed March 2021,1007103-001,2020-10-11 22:14:47,2020-11-15 22:14:47,2.0,2.0,1.0
PO07199,Retech Precision Mould Limited,60500,2022-04-06 02:17:24,2022-04-13 02:17:24,2.0,32.0,1.0
PO05562,"DJ MODEL & TOOLING CO.,LIMITED",1007922-002,2021-07-05 01:55:03,2021-08-16 01:55:03,10.0,10.0,1.0
PO05562,"DJ MODEL & TOOLING CO.,LIMITED",1007861-002,2021-07-05 01:55:03,2021-08-09 01:55:03,10.0,10.0,1.0
PO05562,"DJ MODEL & TOOLING CO.,LIMITED",1007853-002,2021-07-05 01:55:03,2021-08-09 01:55:03,10.0,10.0,1.0
PO07133,Thorlabs Inc,29000,2022-03-17 23:08:00,2022-03-24 23:08:00,2.0,4.0,1.0
PO06994,Bunnings Group Limited,29000,2022-02-15 23:37:37,2022-02-22 23:37:37,1.0,1.0,1.0
PO06994,Bunnings Group Limited,24015,2022-02-15 23:37:37,2022-03-22 23:37:37,1.0,1.0,1.0
PO07109,Altium Limited,23500,2022-03-14 01:19:25,2022-03-21 01:19:25,3.0,3.0,1.0
PO07128,Markforged,29000,2022-03-16 23:39:42,2022-04-20 23:39:42,1.0,6.0,1.0
PO07128,Markforged,24015,2022-03-16 23:39:42,2022-04-20 23:39:42,1.0,1.0,1.0
PO04973,"Sino-Tools Industrial Co., Limited",1007071-001,2021-03-10 01:22:42,2021-04-14 01:22:42,2.0,2.0,1.0
PO04973,"Sino-Tools Industrial Co., Limited",1007073-001,2021-03-10 01:22:42,2021-04-14 01:22:42,2.0,2.0,1.0
PO04973,"Sino-Tools Industrial Co., Limited",1007078-001,2021-03-10 01:22:42,2021-04-14 01:22:42,1.0,1.0,1.0
PO04973,"Sino-Tools Industrial Co., Limited",1007080-001,2021-03-10 01:22:42,2021-04-14 01:22:42,2.0,2.0,1.0
PO04973,"Sino-Tools Industrial Co., Limited",1007075-001,2021-03-10 01:22:42,2021-04-14 01:22:42,2.0,2.0,1.0
PO04973,"Sino-Tools Industrial Co., Limited",1007077-001,2021-03-10 01:22:42,2021-04-14 01:22:42,1.0,1.0,1.0
PO04973,"Sino-Tools Industrial Co., Limited",1007079-001,2021-03-10 01:22:42,2021-04-14 01:22:42,2.0,2.0,1.0
PO04973,"Sino-Tools Industrial Co., Limited",1007072-001,2021-03-10 01:22:42,2021-04-14 01:22:42,1.0,1.0,1.0
PO04973,"Sino-Tools Industrial Co., Limited",1007074-001,2021-03-10 01:22:42,2021-04-14 01:22:42,1.0,1.0,1.0
PO04973,"Sino-Tools Industrial Co., Limited",1007076-001,2021-03-10 01:22:42,2021-04-14 01:22:42,2.0,2.0,1.0
PO04973,"Sino-Tools Industrial Co., Limited",1006249-002,2021-03-10 01:22:42,2021-04-14 01:22:42,5.0,5.0,1.0
PO07162,"Neptec OS, Inc.",29000,2022-03-30 01:16:16,2022-05-04 01:16:16,5.0,5.0,1.0
PO07062,CNS,60500,2022-03-03 23:00:13,2022-04-07 23:00:13,1.0,32.0,1.0
PO06993,"DJ MODEL & TOOLING CO.,LIMITED",29000,2022-02-15 23:34:54,2022-02-22 23:34:54,12.0,12.0,1.0
PO06875,Philip Chun,23250,2022-01-27 23:30:35,2022-02-03 23:30:35,1.0,1.0,1.0
PO07025,NeoPhotonics Corporation,29000,2022-02-23 22:50:37,2022-03-30 22:50:37,40.0,40.0,1.0
PO07184,SCORPTEC COMPUTERS,23502,2022-04-05 00:16:58,2022-04-12 00:16:58,10.0,281.0,1.0
PO06922,Photo Solutions,29000,2022-02-06 22:12:06,2022-03-13 22:12:06,30.0,30.0,1.0
PO06777,"DJ MODEL & TOOLING CO.,LIMITED",29000,2022-01-06 22:55:48,2022-01-13 22:55:48,3.0,3.0,1.0
PO06898,Ikea,24015,2022-02-01 05:01:28,2022-03-08 05:01:28,1.0,1.0,1.0
PO06898,Ikea,23250,2022-02-01 05:01:28,2022-02-08 05:01:28,41.0,91.0,1.0
PO06075,Solid Photon Inc,1008309-002,2021-09-28 01:20:02,2021-11-02 01:20:02,20.0,20.0,1.0
PO06075,Solid Photon Inc,1008307-002,2021-09-28 01:20:02,2021-11-02 01:20:02,20.0,20.0,1.0
PO06075,Solid Photon Inc,1008308-002,2021-09-28 01:20:02,2021-11-02 01:20:02,20.0,20.0,1.0
PO06075,Solid Photon Inc,1008327-003,2021-09-28 01:20:02,2021-11-02 01:20:02,20.0,20.0,1.0
PO06075,Solid Photon Inc,1008328-002,2021-09-28 01:20:02,2021-11-02 01:20:02,20.0,0.0,0.0
PO06075,Solid Photon Inc,1008327-001,2021-09-28 01:20:02,2021-11-02 01:20:02,20.0,0.0,0.0
PO06075,Solid Photon Inc,1008280-001,2021-09-28 01:20:02,2021-11-02 01:20:02,40.0,0.0,0.0
PO06075,Solid Photon Inc,1008307-001,2021-09-28 01:20:02,2021-11-02 01:20:02,20.0,0.0,0.0
PO06075,Solid Photon Inc,1008308-001,2021-09-28 01:20:02,2021-11-02 01:20:02,20.0,0.0,0.0
PO06075,Solid Photon Inc,1008309-001,2021-09-28 01:20:02,2021-11-02 01:20:02,20.0,0.0,0.0
PO06075,Solid Photon Inc,1008328-001,2021-09-28 01:20:02,2021-11-02 01:20:02,20.0,0.0,0.0
PO06882,J. C. ENGINEERING,60500,2022-01-28 07:22:34,2022-03-04 07:22:34,1.0,1.0,1.0
PO07188,SCORPTEC COMPUTERS,60500,2022-04-05 02:16:36,2022-05-10 02:16:36,1.0,4.0,1.0
PO06857,LinkedIn Singapore Pte. Ltd,28000,2022-01-24 03:18:27,2022-01-31 03:18:27,1.0,1.0,1.0
PO07120,SCORPTEC COMPUTERS,60500,2022-03-16 02:43:19,2022-04-20 02:43:19,1.0,23.0,1.0
PO07253,Amazon (Online for PO's),29000,2022-04-22 03:51:53,2022-05-27 03:51:53,1.0,1.0,1.0
PO06862,Retech Precision Mould Limited,60500,2022-01-25 03:16:26,2022-02-01 03:16:26,2.0,4.0,1.0
PO07036,Open Wiring Systems,29000,2022-02-27 22:23:24,2022-04-03 22:23:24,2.0,2.0,1.0
PO07171,Fiber-MART,60500,2022-03-31 23:50:20,2022-05-05 23:50:20,1.0,1.0,1.0
PO06045,Open Wiring Systems,1007343-001,2021-09-22 05:45:41,2021-10-27 05:45:41,3.0,3.0,1.0
PO06845,CARRARO BROADCAST SOLUTIONS PTY LT,24010,2022-01-19 03:55:30,2022-01-26 03:55:30,1.0,1.0,1.0
PO06845,CARRARO BROADCAST SOLUTIONS PTY LT,29000,2022-01-19 03:55:30,2022-02-23 03:55:30,1.0,1.0,1.0
PO06393,Network PCB,1008330-001,2021-11-08 22:51:16,2021-12-13 22:51:16,6.0,6.0,1.0
PO06656,"DJ MODEL & TOOLING CO.,LIMITED",1008174-001,2021-12-09 23:54:47,2022-01-13 23:54:47,1.0,1.0,1.0
PO06991,"DJ MODEL & TOOLING CO.,LIMITED",29000,2022-02-15 23:28:04,2022-02-22 23:28:04,6.0,12.0,1.0
PO07203,MICROSOFT PTY LTD,23500,2022-04-07 00:48:56,2022-04-14 00:48:56,1.0,1.0,1.0
PO06567,New Forge Engineering Pty Ltd,1007781-006,2021-11-29 22:52:35,2021-12-20 22:52:35,10.0,10.0,1.0
PO06567,New Forge Engineering Pty Ltd,1007780-006,2021-11-29 22:52:35,2022-01-03 22:52:35,10.0,10.0,1.0
PO04639,"DJ MODEL & TOOLING CO.,LIMITED",1007201-003,2021-01-12 02:45:38,2021-02-16 02:45:38,9.0,9.0,1.0
PO04639,"DJ MODEL & TOOLING CO.,LIMITED",1007203-002,2021-01-12 02:45:38,2021-02-16 02:45:38,10.0,10.0,1.0
PO07170,ID Photonics GmbH,60500,2022-03-31 23:36:41,2022-05-05 23:36:41,1.0,1.0,1.0
PO05901,"DJ MODEL & TOOLING CO.,LIMITED",1008164-001,2021-08-27 02:13:07,2021-10-01 02:13:07,5.0,5.0,1.0
PO05901,"DJ MODEL & TOOLING CO.,LIMITED",1007827-001,2021-08-27 02:13:07,2021-10-01 02:13:07,10.0,10.0,1.0
PO05901,"DJ MODEL & TOOLING CO.,LIMITED",1007718-001,2021-08-27 02:13:07,2021-10-08 02:13:07,10.0,10.0,1.0
PO05901,"DJ MODEL & TOOLING CO.,LIMITED",1007717-002,2021-08-27 02:13:07,2021-10-01 02:13:07,6.0,6.0,1.0
PO05901,"DJ MODEL & TOOLING CO.,LIMITED",1007848-002,2021-08-27 02:13:07,2021-10-08 02:13:07,10.0,10.0,1.0
PO05901,"DJ MODEL & TOOLING CO.,LIMITED",1007922-002,2021-08-27 02:13:07,2021-10-08 02:13:07,10.0,10.0,1.0
PO05901,"DJ MODEL & TOOLING CO.,LIMITED",1007919-001,2021-08-27 02:13:07,2021-10-08 02:13:07,10.0,10.0,1.0
PO05901,"DJ MODEL & TOOLING CO.,LIMITED",1008084-002,2021-08-27 02:13:07,2021-10-08 02:13:07,8.0,8.0,1.0
PO05722,"DJ MODEL & TOOLING CO.,LIMITED",1008067-001,2021-07-23 01:15:49,2021-08-27 01:15:49,50.0,50.0,1.0
PO05722,"DJ MODEL & TOOLING CO.,LIMITED",1008068-001,2021-07-23 01:15:49,2021-08-27 01:15:49,50.0,50.0,1.0
PO04400,"DJ MODEL & TOOLING CO.,LIMITED",1003913-003,2020-11-10 22:00:09,2020-12-22 22:00:09,3.0,3.0,1.0
PO06190,Network PCB,1008330-001,2021-10-11 03:10:20,2021-11-15 03:10:20,6.0,6.0,1.0
PO06190,Network PCB,1008329-001,2021-10-11 03:10:20,2021-11-15 03:10:20,12.0,12.0,1.0
PO05742,"DJ MODEL & TOOLING CO.,LIMITED",1008084-001,2021-07-28 23:25:41,2021-09-01 23:25:41,10.0,10.0,1.0
PO07112,Napatech A/S,29000,2022-03-15 04:09:00,2022-04-19 04:09:00,4.0,20.0,1.0
PO07112,Napatech A/S,24015,2022-03-15 04:09:00,2022-04-19 04:09:00,1.0,2.0,1.0
PO06847,3D Printing Solutions,29000,2022-01-19 22:47:47,2022-02-23 22:47:47,5.0,5.0,1.0
PO06787,Thorlabs Inc,29000,2022-01-10 01:24:52,2022-01-17 01:24:52,1.0,8.0,1.0
PO06323,Network PCB,1008428-001,2021-10-28 23:35:15,2021-12-02 23:35:15,50.0,74.0,1.0
PO06085,Network PCB,1008292-001,2021-09-28 23:24:50,2021-11-02 23:24:50,12.0,12.0,1.0
PO06085,Network PCB,1008291-001,2021-09-28 23:24:50,2021-11-02 23:24:50,12.0,12.0,1.0
PO04463,Yangtze Optical Fibre and Cable Joint Stock Limited Company (YOFC),1007233-001,2020-11-27 03:10:25,2021-01-01 03:10:25,100.0,100.0,1.0
PO07042,Alibaba.com,29000,2022-02-28 23:56:03,2022-04-04 23:56:03,10.0,41.0,1.0
PO07042,Alibaba.com,24015,2022-02-28 23:56:03,2022-04-04 23:56:03,1.0,1.0,1.0
PO06793,Quality One Australia,23230,2022-01-11 21:32:39,2022-01-18 21:32:39,1.0,1.0,1.0
PO07095,Amazon (Online for PO's),29000,2022-03-09 22:51:43,2022-04-13 22:51:43,1.0,1.0,1.0
PO06448,"DJ MODEL & TOOLING CO.,LIMITED",1008164-001,2021-11-15 22:27:11,2021-12-20 22:27:11,10.0,10.0,1.0
PO05596,"Suzhou TFC Optical Communication Co.,Ltd",1007885-002,2021-07-07 23:54:32,2021-08-11 23:54:32,3.0,0.0,0.0
PO05596,"Suzhou TFC Optical Communication Co.,Ltd",1007883-002,2021-07-07 23:54:32,2021-08-11 23:54:32,3.0,0.0,0.0
PO05596,"Suzhou TFC Optical Communication Co.,Ltd",1007863-002,2021-07-07 23:54:32,2021-08-11 23:54:32,3.0,1.0,0.3333333333333333
PO05596,"Suzhou TFC Optical Communication Co.,Ltd",1007865-002,2021-07-07 23:54:32,2021-08-11 23:54:32,3.0,1.0,0.3333333333333333
PO05596,"Suzhou TFC Optical Communication Co.,Ltd",1007862-002,2021-07-07 23:54:32,2021-08-11 23:54:32,3.0,1.0,0.3333333333333333
PO05596,"Suzhou TFC Optical Communication Co.,Ltd",1007866-002,2021-07-07 23:54:32,2021-08-11 23:54:32,3.0,1.0,0.3333333333333333
PO05596,"Suzhou TFC Optical Communication Co.,Ltd",1007864-002,2021-07-07 23:54:32,2021-08-11 23:54:32,3.0,2.0,0.6666666666666666
PO05596,"Suzhou TFC Optical Communication Co.,Ltd",1007875-002,2021-07-07 23:54:32,2021-08-11 23:54:32,3.0,1.0,0.3333333333333333
PO05596,"Suzhou TFC Optical Communication Co.,Ltd",1007869-002,2021-07-07 23:54:32,2021-08-11 23:54:32,3.0,1.0,0.3333333333333333
PO05596,"Suzhou TFC Optical Communication Co.,Ltd",1007878-002,2021-07-07 23:54:32,2021-08-11 23:54:32,3.0,2.0,0.6666666666666666
PO05596,"Suzhou TFC Optical Communication Co.,Ltd",1007884-002,2021-07-07 23:54:32,2021-08-11 23:54:32,3.0,0.0,0.0
PO05596,"Suzhou TFC Optical Communication Co.,Ltd",1007874-002,2021-07-07 23:54:32,2021-08-11 23:54:32,3.0,3.0,1.0
PO05596,"Suzhou TFC Optical Communication Co.,Ltd",1007881-002,2021-07-07 23:54:32,2021-08-11 23:54:32,3.0,1.0,0.3333333333333333
PO05596,"Suzhou TFC Optical Communication Co.,Ltd",1007882-002,2021-07-07 23:54:32,2021-08-11 23:54:32,3.0,0.0,0.0
PO05596,"Suzhou TFC Optical Communication Co.,Ltd",1007867-002,2021-07-07 23:54:32,2021-08-11 23:54:32,3.0,1.0,0.3333333333333333
PO05596,"Suzhou TFC Optical Communication Co.,Ltd",1007877-002,2021-07-07 23:54:32,2021-08-11 23:54:32,3.0,1.0,0.3333333333333333
PO05596,"Suzhou TFC Optical Communication Co.,Ltd",1007873-002,2021-07-07 23:54:32,2021-08-11 23:54:32,3.0,1.0,0.3333333333333333
PO05596,"Suzhou TFC Optical Communication Co.,Ltd",1007876-002,2021-07-07 23:54:32,2021-08-11 23:54:32,3.0,3.0,1.0
PO05596,"Suzhou TFC Optical Communication Co.,Ltd",1007886-002,2021-07-07 23:54:32,2021-08-11 23:54:32,3.0,0.0,0.0
PO05596,"Suzhou TFC Optical Communication Co.,Ltd",1007872-002,2021-07-07 23:54:32,2021-08-11 23:54:32,3.0,1.0,0.3333333333333333
PO05596,"Suzhou TFC Optical Communication Co.,Ltd",1007880-002,2021-07-07 23:54:32,2021-08-11 23:54:32,3.0,1.0,0.3333333333333333
PO05596,"Suzhou TFC Optical Communication Co.,Ltd",1007879-002,2021-07-07 23:54:32,2021-08-11 23:54:32,3.0,1.0,0.3333333333333333
PO05596,"Suzhou TFC Optical Communication Co.,Ltd",1007868-002,2021-07-07 23:54:32,2021-08-11 23:54:32,3.0,3.0,1.0
PO05596,"Suzhou TFC Optical Communication Co.,Ltd",1007871-002,2021-07-07 23:54:32,2021-08-11 23:54:32,3.0,3.0,1.0
PO05596,"Suzhou TFC Optical Communication Co.,Ltd",1007870-002,2021-07-07 23:54:32,2021-08-11 23:54:32,3.0,3.0,1.0
PO06809,Solid Photon Inc,29000,2022-01-12 23:11:25,2022-02-16 23:11:25,20.0,60.0,1.0
PO05520,NSK,1007898-001,2021-06-25 04:36:33,2021-07-30 04:36:33,10.0,10.0,1.0
PO06801,Bunnings Group Limited,60500,2022-01-12 01:02:25,2022-01-19 01:02:25,1.0,11.0,1.0
PO06858,Google Ads,28000,2022-01-24 03:28:06,2022-01-31 03:28:06,1.0,1.0,1.0
PO08030,Vebo Pet Supplies,29000,2022-10-12 02:59:36,2022-11-16 02:59:36,10.0,10.0,1.0
PO08030,Vebo Pet Supplies,24015,2022-10-12 02:59:36,2022-11-16 02:59:36,1.0,1.0,1.0
PO07164,Maytec Australia Pty Ltd,60500,2022-03-30 01:23:15,2022-04-06 01:23:15,1.0,2.0,1.0
PO07240,Open Wiring Systems,29000,2022-04-14 05:32:24,2022-05-19 05:32:24,1.0,2.0,1.0
PO06078,Yangtze Optical Fibre and Cable Joint Stock Limited Company (YOFC),1006311-001,2021-09-28 01:58:27,2021-11-02 01:58:27,30.0,15.0,0.5
PO05818,"DJ MODEL & TOOLING CO.,LIMITED",1007840-002,2021-08-11 01:51:30,2021-09-15 01:51:30,20.0,20.0,1.0
PO05818,"DJ MODEL & TOOLING CO.,LIMITED",1007861-003,2021-08-11 01:51:30,2021-09-15 01:51:30,20.0,20.0,1.0
PO05745,ECP Engineering,1008084-002,2021-07-29 03:14:06,2021-09-02 03:14:06,2.0,2.0,1.0
PO07075,Akribis Systems Sdn Bhd,29000,2022-03-07 22:29:05,2022-04-11 22:29:05,10.0,19.0,1.0
PO05581,"DJ MODEL & TOOLING CO.,LIMITED",1007919-001,2021-07-06 03:05:36,2021-08-17 03:05:36,10.0,10.0,1.0
PO05581,"DJ MODEL & TOOLING CO.,LIMITED",1007827-001,2021-07-06 03:05:36,2021-08-10 03:05:36,10.0,10.0,1.0
PO05581,"DJ MODEL & TOOLING CO.,LIMITED",1007840-001,2021-07-06 03:05:36,2021-08-10 03:05:36,10.0,10.0,1.0
PO05581,"DJ MODEL & TOOLING CO.,LIMITED",1007819-003,2021-07-06 03:05:36,2021-08-10 03:05:36,20.0,30.0,1.0
PO05581,"DJ MODEL & TOOLING CO.,LIMITED",1007822-005,2021-07-06 03:05:36,2021-08-10 03:05:36,20.0,30.0,1.0
PO05581,"DJ MODEL & TOOLING CO.,LIMITED",1007806-001,2021-07-06 03:05:36,2021-08-10 03:05:36,10.0,1.0,0.1
PO05581,"DJ MODEL & TOOLING CO.,LIMITED",1007805-001,2021-07-06 03:05:36,2021-08-17 03:05:36,10.0,10.0,1.0
PO07051,Thorlabs Inc,29000,2022-03-02 01:40:47,2022-03-09 01:40:47,4.0,8.0,1.0
PO04266,Zhongshan Meisu Technology Co Ltd,1007052-002,2020-09-30 05:29:51,2020-11-11 05:29:51,20.0,20.0,1.0
PO06572,New Forge Engineering Pty Ltd,1008051-003,2021-11-30 04:03:25,2022-01-04 04:03:25,30.0,5.0,0.16666666666666666
PO06572,New Forge Engineering Pty Ltd,1007780-006,2021-11-30 04:03:25,2022-01-04 04:03:25,30.0,5.0,0.16666666666666666
PO06572,New Forge Engineering Pty Ltd,1007923-005,2021-11-30 04:03:25,2021-12-28 04:03:25,30.0,5.0,0.16666666666666666
PO06572,New Forge Engineering Pty Ltd,1007932-005,2021-11-30 04:03:25,2021-12-28 04:03:25,30.0,5.0,0.16666666666666666
PO06572,New Forge Engineering Pty Ltd,1007781-006,2021-11-30 04:03:25,2021-12-21 04:03:25,10.0,5.0,0.5
PO06811,Maytec Australia Pty Ltd,60500,2022-01-13 03:39:06,2022-01-20 03:39:06,1.0,33.0,0.5
PO06965,Alibaba.com,29000,2022-02-10 22:24:18,2022-03-17 22:24:18,5.0,6.0,0.5
PO06965,Alibaba.com,24015,2022-02-10 22:24:18,2022-03-17 22:24:18,1.0,1.0,1.0
PO04451,WH Williams Pty Ltd,1007206-001,2020-11-25 03:31:31,2020-12-30 03:31:31,3.0,3.0,1.0
PO04989,Ibsen Photonics A/S,1003916-003,2021-03-11 22:41:58,2021-07-16 22:41:58,3.0,3.0,1.0
PO04989,Ibsen Photonics A/S,1003931-001,2021-03-11 22:41:58,2021-04-15 22:41:58,3.0,3.0,1.0
PO07323,3D Printing Solutions,29000,2022-05-12 03:36:07,2022-06-16 03:36:07,3.0,5.0,1.0
PO07043,Maytec Australia Pty Ltd,60500,2022-03-01 00:10:40,2022-03-08 00:10:40,1.0,5.0,1.0
PO07165,SAS Institute Australia,23500,2022-03-30 03:59:28,2022-04-06 03:59:28,5.0,12.0,1.0
PO07165,SAS Institute Australia,29000,2022-03-30 03:59:28,2022-05-04 03:59:28,2.0,2.0,1.0
PO05903,Retech Precision Mould Limited,1006249-003,2021-08-27 04:36:09,2021-10-01 04:36:09,10.0,10.0,1.0
PO06069,Network PCB,1008274-001,2021-09-27 02:48:22,2021-11-01 02:48:22,12.0,12.0,1.0
PO06069,Network PCB,1008273-001,2021-09-27 02:48:22,2021-11-01 02:48:22,12.0,12.0,1.0
PO04325,Warren & Brown Technologies (AKA Warren Brown Tools),1007149-001,2020-10-21 22:07:11,2020-11-25 22:07:11,2.0,2.0,1.0
PO04325,Warren & Brown Technologies (AKA Warren Brown Tools),1007148-001,2020-10-21 22:07:11,2020-11-25 22:07:11,2.0,2.0,1.0
PO06996,Wurth Electronics Australia Pty Ltd,29000,2022-02-16 22:22:22,2022-03-23 22:22:22,1.0,1.0,1.0
