po_ref,vendor_name,product_reference,order_date,difot_date,order_qty,received_qty_before_difot,line_difot_score
PO06573,Warren & Brown Technologies (AKA Warren Brown Tools),1008338-001,2021-11-30 22:38:12,2022-01-04 22:38:12,50.0,50.0,1.0
PO04823,3D Markforge Printing (Internal),1007403-001,2021-02-10 02:17:57,2021-03-17 02:17:57,12.0,12.0,1.0
PO06769,Acktar Ltd,1001761-001,2022-01-04 23:19:45,2022-02-01 23:19:45,10.0,10.0,1.0
PO04377,Grand Venture Technology,1002345-006,2020-11-02 02:28:41,2020-12-14 02:28:41,20.0,20.0,1.0
PO04377,Grand Venture Technology,1002272-008,2020-11-02 02:28:41,2020-12-14 02:28:41,20.0,20.0,1.0
PO04377,Grand Venture Technology,1002347-003,2020-11-02 02:28:41,2020-12-14 02:28:41,20.0,20.0,1.0
PO04377,Grand Venture Technology,1006348-001,2020-11-02 02:28:41,2020-11-10 02:28:41,10.0,10.0,1.0
PO05749,FS,1001552-001,2021-07-29 05:45:52,2021-08-26 05:45:52,100.0,100.0,1.0
PO04575,SHANGHAI WAIZONGFU INTERNATIONAL TRADE CO LTD,1003848-001,2020-12-17 23:17:48,2021-01-28 23:17:48,15.0,0.0,0.0
PO04662,"Dayoptics, Inc. (Use Fujian Dayoptics, Inc after 30 June 2021)",1003742-002,2021-01-18 05:03:43,2021-02-22 05:03:43,60.0,60.0,1.0
PO06203,Gorilla Circuits,1007222-002,2021-10-12 02:36:05,2021-11-03 02:36:05,50.0,31.0,0.62
PO06772,"DJ MODEL & TOOLING CO.,LIMITED",1007718-001,2022-01-04 23:46:34,2022-02-15 23:46:34,10.0,10.0,1.0
PO06748,FS,1001008-001,2021-12-29 00:43:00,2022-02-09 00:43:00,50.0,50.0,1.0
PO04160,VXB.com Bearings,1001354-003,2020-08-16 23:58:41,2020-09-20 23:58:41,50.0,50.0,1.0
PO07149,Mektronics Australia Pty Ltd,23008,2022-03-24 01:32:09,2022-04-28 01:32:09,20.0,30.0,1.0
PO06365,Acktar Ltd,1001761-001,2021-11-04 23:03:11,2021-12-02 23:03:11,25.0,25.0,1.0
PO04768,Gorilla Circuits,1001149-014,2021-02-02 04:45:09,2021-03-06 04:45:09,50.0,43.0,0.86
PO05286,Open Wiring Systems,1007374-001,2021-05-14 06:12:09,2021-06-18 06:12:09,10.0,10.0,1.0
PO04306,Acktar Ltd,1003898-003,2020-10-14 00:13:23,2020-11-18 00:13:23,50.0,50.0,1.0
PO07198,Mwave.com.au,24015,2022-04-06 02:10:10,2022-05-11 02:10:10,1.0,1.0,1.0
PO07198,Mwave.com.au,23500,2022-04-06 02:10:10,2022-05-11 02:10:10,1.0,2.0,1.0
PO04304,K-One Industry Sdn Bhd,1001320-003,2020-10-14 00:00:22,2020-11-18 00:00:22,90.0,90.0,1.0
PO04742,Zhongshan Meisu Technology Co Ltd,1007052-002,2021-01-28 23:35:30,2021-03-11 23:35:30,30.0,13.0,0.43333333333333335
PO04009,Grand Venture Technology,1001473-003,2020-07-02 01:37:12,2020-08-13 01:37:12,25.0,25.0,1.0
PO07067,Warren & Brown Technologies (AKA Warren Brown Tools),29000,2022-03-06 23:36:06,2022-04-10 23:36:06,1.0,2.0,1.0
PO04012,Yangtze Optical Fibre and Cable Joint Stock Limited Company (YOFC),1006373-001,2020-07-02 03:52:59,2020-08-06 03:52:59,10.0,10.0,1.0
PO04001,"DJ MODEL & TOOLING CO.,LIMITED",1003968-003,2020-07-02 00:23:43,2020-08-13 00:23:43,10.0,10.0,1.0
PO04001,"DJ MODEL & TOOLING CO.,LIMITED",1003969-003,2020-07-02 00:23:43,2020-08-13 00:23:43,10.0,10.0,1.0
PO04001,"DJ MODEL & TOOLING CO.,LIMITED",1003967-003,2020-07-02 00:23:43,2020-08-13 00:23:43,10.0,10.0,1.0
PO06856,RS Components Pty Ltd,29000,2022-01-24 02:23:54,2022-01-31 02:23:54,25.0,25.0,1.0
PO06798,Sanitiser Solutions Australia,23250,2022-01-12 00:19:35,2022-01-19 00:19:35,1.0,9.0,1.0
PO06741,JC International Resources,23008,2021-12-23 00:24:01,2021-12-30 00:24:01,1.0,0.0,0.0
PO07045,Core Electronics ,24015,2022-03-01 00:34:41,2022-04-05 00:34:41,1.0,1.0,1.0
PO07045,Core Electronics ,29000,2022-03-01 00:34:41,2022-04-05 00:34:41,3.0,5.0,1.0
PO04452,SHANGHAI WAIZONGFU INTERNATIONAL TRADE CO LTD,1003848-001,2020-11-25 22:51:16,2021-01-06 22:51:16,10.0,0.0,0.0
PO04181,K-One Industry Sdn Bhd,1000965-002,2020-08-19 04:14:29,2020-09-30 04:14:29,90.0,90.0,1.0
PO05949,"Mouser Electronics, Inc.",1007236-001,2021-09-07 00:45:11,2021-10-12 00:45:11,10.0,10.0,1.0
PO04527,Open Wiring Systems,1007168-001,2020-12-09 23:58:59,2021-01-13 23:58:59,10.0,10.0,1.0
PO05548,"DJ MODEL & TOOLING CO.,LIMITED",1007717-002,2021-06-30 23:45:15,2021-08-04 23:45:15,10.0,10.0,1.0
PO05473,"Dayoptics, Inc. (Use Fujian Dayoptics, Inc after 30 June 2021)",1003742-002,2021-06-21 04:08:05,2021-07-26 04:08:05,71.0,71.0,1.0
PO05473,"Dayoptics, Inc. (Use Fujian Dayoptics, Inc after 30 June 2021)",1001343-003,2021-06-21 04:08:05,2021-07-26 04:08:05,50.0,50.0,1.0
PO04666,Open Wiring Systems,1007249-001,2021-01-19 03:25:21,2021-02-23 03:25:21,10.0,9.0,0.9
PO04666,Open Wiring Systems,1007343-001,2021-01-19 03:25:21,2021-02-23 03:25:21,10.0,9.0,0.9
PO04798,Open Wiring Systems,1007393-001,2021-02-04 04:16:57,2021-03-11 04:16:57,15.0,9.0,0.6
PO04588,RS Components Pty Ltd,1007300-001,2020-12-21 02:24:44,2021-01-25 02:24:44,5.0,5.0,1.0
PO04588,RS Components Pty Ltd,1007299-001,2020-12-21 02:24:44,2021-01-25 02:24:44,5.0,5.0,1.0
PO06924,RS Components Pty Ltd,23008,2022-02-06 23:42:58,2022-02-13 23:42:58,1.0,2.0,1.0
PO04943,Open Wiring Systems,1007229-001,2021-03-05 02:42:47,2021-04-09 02:42:47,2.0,2.0,1.0
PO06950,Digi-Key Electronics,1001568-001,2022-02-09 03:53:42,2022-03-02 03:53:42,10.0,10.0,1.0
PO05747,SHANGHAI WAIZONGFU INTERNATIONAL TRADE CO LTD,1003848-001,2021-07-29 05:38:00,2021-09-09 05:38:00,20.0,0.0,0.0
PO04903,Micro Fasteners Pty Ltd,1006315-001,2021-02-28 22:21:49,2021-03-08 22:21:49,500.0,500.0,1.0
PO07132,Seton Australia,24015,2022-03-17 22:46:11,2022-04-21 22:46:11,1.0,1.0,1.0
PO07132,Seton Australia,29000,2022-03-17 22:46:11,2022-04-21 22:46:11,1.0,6.0,1.0
PO05184,"Dayoptics, Inc. (Use Fujian Dayoptics, Inc after 30 June 2021)",1003742-002,2021-04-26 05:13:42,2021-05-31 05:13:42,20.0,20.0,1.0
PO07056,Core Electronics ,1008023-001,2022-03-02 23:29:25,2022-03-09 23:29:25,500.0,0.0,0.0
PO06735,New Forge Engineering Pty Ltd,1007687-005,2021-12-22 22:25:40,2022-01-26 22:25:40,10.0,10.0,1.0
PO06735,New Forge Engineering Pty Ltd,1007727-004,2021-12-22 22:25:40,2022-01-26 22:25:40,10.0,10.0,1.0
PO06735,New Forge Engineering Pty Ltd,1008385-001,2021-12-22 22:25:40,2022-01-26 22:25:40,10.0,10.0,1.0
PO05237,Grand Venture Technology,1003968-003,2021-05-03 23:56:27,2021-06-14 23:56:27,20.0,20.0,1.0
PO05237,Grand Venture Technology,1003967-003,2021-05-03 23:56:27,2021-06-14 23:56:27,20.0,20.0,1.0
PO05237,Grand Venture Technology,1003969-003,2021-05-03 23:56:27,2021-06-14 23:56:27,20.0,20.0,1.0
PO06865,Digi-Key Electronics,23008,2022-01-25 05:09:04,2022-02-01 05:09:04,1.0,1001.0,1.0
PO04011,Open Wiring Systems,1006374-001,2020-07-02 03:05:56,2020-08-06 03:05:56,10.0,10.0,1.0
PO04934,FS,1007065-001,2021-03-03 03:14:44,2021-03-31 03:14:44,50.0,50.0,1.0
PO04263,Yangtze Optical Fibre and Cable Joint Stock Limited Company (YOFC),1005754-002,2020-09-29 23:19:48,2020-11-03 23:19:48,100.0,100.0,1.0
PO07338,Mwave.com.au,29000,2022-05-15 23:27:43,2022-06-19 23:27:43,50.0,50.0,1.0
PO07338,Mwave.com.au,24015,2022-05-15 23:27:43,2022-06-19 23:27:43,1.0,1.0,1.0
PO05614,Samec Pty Ltd,1007107-001,2021-07-12 03:03:36,2021-08-16 03:03:36,75.0,75.0,1.0
PO06125,"DJ MODEL & TOOLING CO.,LIMITED",1007745-004,2021-10-01 03:23:35,2021-10-08 03:23:35,15.0,15.0,1.0
PO06125,"DJ MODEL & TOOLING CO.,LIMITED",1007744-004,2021-10-01 03:23:35,2021-10-08 03:23:35,15.0,15.0,1.0
PO04767,Gorilla Circuits,1004839-003,2021-02-02 04:39:33,2021-03-09 04:39:33,40.0,40.0,1.0
PO06242,Core Electronics ,1008023-001,2021-10-18 01:09:56,2021-10-25 01:09:56,2.0,2.0,1.0
PO04187,"DJ MODEL & TOOLING CO.,LIMITED",1001471-001,2020-08-20 01:15:30,2020-09-24 01:15:30,10.0,10.0,1.0
PO04187,"DJ MODEL & TOOLING CO.,LIMITED",1001476-002,2020-08-20 01:15:30,2020-09-24 01:15:30,10.0,10.0,1.0
PO05877,Open Wiring Systems,1007338-001,2021-08-20 04:26:10,2021-09-24 04:26:10,10.0,10.0,1.0
PO05466,"DJ MODEL & TOOLING CO.,LIMITED",1001159-001,2021-06-21 03:37:13,2021-07-26 03:37:13,50.0,50.0,1.0
PO05466,"DJ MODEL & TOOLING CO.,LIMITED",1001471-001,2021-06-21 03:37:13,2021-07-26 03:37:13,50.0,50.0,1.0
PO05466,"DJ MODEL & TOOLING CO.,LIMITED",1001160-001,2021-06-21 03:37:13,2021-07-26 03:37:13,50.0,50.0,1.0
PO05466,"DJ MODEL & TOOLING CO.,LIMITED",1001480-001,2021-06-21 03:37:13,2021-07-26 03:37:13,50.0,50.0,1.0
PO05466,"DJ MODEL & TOOLING CO.,LIMITED",1001476-002,2021-06-21 03:37:13,2021-07-26 03:37:13,50.0,50.0,1.0
PO04203,Gorilla Circuits,1001147-035,2020-08-31 04:44:08,2020-10-12 04:44:08,20.0,20.0,1.0
PO04004,Lapp Australia Pty Ltd,1006102-001,2020-07-02 00:36:55,2020-07-30 00:36:55,100.0,100.0,1.0
PO04004,Lapp Australia Pty Ltd,1006101-001,2020-07-02 00:36:55,2020-07-30 00:36:55,100.0,100.0,1.0
PO04004,Lapp Australia Pty Ltd,1006104-001,2020-07-02 00:36:55,2020-08-06 00:36:55,100.0,100.0,1.0
PO05164,NextPCB,1007584-002,2021-04-21 04:19:38,2021-05-26 04:19:38,1.0,1.0,1.0
PO07245,AFW Technologies Pty Ltd,24015,2022-04-20 04:26:49,2022-05-25 04:26:49,1.0,1.0,1.0
PO07245,AFW Technologies Pty Ltd,29000,2022-04-20 04:26:49,2022-05-25 04:26:49,50.0,50.0,1.0
PO04721,SHANGHAI WAIZONGFU INTERNATIONAL TRADE CO LTD,1003848-001,2021-01-27 05:07:46,2021-03-10 05:07:46,30.0,0.0,0.0
PO06473,"DJ MODEL & TOOLING CO.,LIMITED",1006385-005,2021-11-17 01:23:31,2021-12-22 01:23:31,30.0,30.0,1.0
PO06287,Westfield Fasteners,1007992-001,2021-10-24 23:35:26,2021-11-28 23:35:26,300.0,300.0,1.0
PO05141,Digi-Key Electronics,1001040-001,2021-04-16 01:27:00,2021-05-07 01:27:00,10.0,10.0,1.0
PO04739,VXB.com Bearings,1001354-003,2021-01-28 23:14:29,2021-03-04 23:14:29,50.0,50.0,1.0
PO04229,Open Wiring Systems,1001566-003,2020-09-16 00:29:08,2020-10-14 00:29:08,2.0,2.0,1.0
PO04229,Open Wiring Systems,1007045-001,2020-09-16 00:29:08,2020-10-14 00:29:08,2.0,2.0,1.0
PO04572,FS,1001144-001,2020-12-17 23:05:44,2021-01-14 23:05:44,20.0,20.0,1.0
PO06815,NextPCB,29000,2022-01-13 23:28:27,2022-02-17 23:28:27,1.0,1.0,1.0
PO06880,Digi-Key Electronics,29000,2022-01-28 04:51:09,2022-03-04 04:51:09,5.0,5.0,1.0
PO04610,Shenyang Ebetter Optics,1001338-001,2020-12-27 23:03:48,2021-01-31 23:03:48,10.0,8.0,0.8
PO04712,Ibsen Photonics A/S,1001336-006,2021-01-26 22:24:04,2021-08-01 22:24:04,100.0,100.0,1.0
PO04835,Element14 Pty Ltd,1005111-001,2021-02-11 00:44:47,2021-03-18 00:44:47,50.0,50.0,1.0
PO04447,FS,1007065-001,2020-11-24 22:20:14,2020-12-22 22:20:14,40.0,40.0,1.0
PO06945,Ikea,23250,2022-02-08 22:21:57,2022-02-15 22:21:57,50.0,50.0,1.0
PO06945,Ikea,24015,2022-02-08 22:21:57,2022-03-15 22:21:57,1.0,1.0,1.0
PO05399,Solid Photon Inc,1007737-002,2021-06-08 00:57:47,2021-07-13 00:57:47,10.0,2.0,0.2
PO05399,Solid Photon Inc,1007736-002,2021-06-08 00:57:47,2021-07-13 00:57:47,10.0,8.0,0.8
PO04375,Grand Venture Technology,1003968-003,2020-11-01 23:54:24,2020-12-13 23:54:24,20.0,10.0,0.5
PO04375,Grand Venture Technology,1003969-003,2020-11-01 23:54:24,2020-12-13 23:54:24,20.0,10.0,0.5
PO04375,Grand Venture Technology,1003967-003,2020-11-01 23:54:24,2020-12-13 23:54:24,20.0,10.0,0.5
PO06962,"Mouser Electronics, Inc.",23008,2022-02-10 01:00:12,2022-02-17 01:00:12,12.0,12.0,1.0
PO04641,Micro Fasteners Pty Ltd,1001831-001,2021-01-12 04:48:58,2021-02-09 04:48:58,2000.0,2000.0,1.0
PO04831,Open Wiring Systems,1001566-004,2021-02-10 05:09:20,2021-03-17 05:09:20,30.0,0.0,0.0
PO05000,Gorilla Circuits,1007222-002,2021-03-16 04:18:14,2021-04-07 04:18:14,50.0,50.0,1.0
PO06241,Small Parts & Bearings Pty Ltd,1004964-001,2021-10-18 00:09:28,2021-11-08 00:09:28,500.0,500.0,1.0
PO06132,New Forge Engineering Pty Ltd,1007686-004,2021-10-05 02:19:02,2021-10-12 02:19:02,15.0,15.0,1.0
PO06132,New Forge Engineering Pty Ltd,1007727-003,2021-10-05 02:19:02,2021-11-09 02:19:02,15.0,15.0,1.0
PO06132,New Forge Engineering Pty Ltd,1007719-003,2021-10-05 02:19:02,2021-11-09 02:19:02,15.0,15.0,1.0
PO06132,New Forge Engineering Pty Ltd,1007403-001,2021-10-05 02:19:02,2021-11-09 02:19:02,15.0,15.0,1.0
PO06132,New Forge Engineering Pty Ltd,1007575-001,2021-10-05 02:19:02,2021-11-09 02:19:02,15.0,15.0,1.0
PO06132,New Forge Engineering Pty Ltd,1006389-001,2021-10-05 02:19:02,2021-11-09 02:19:02,15.0,15.0,1.0
PO06132,New Forge Engineering Pty Ltd,1007687-004,2021-10-05 02:19:02,2021-11-09 02:19:02,15.0,15.0,1.0
PO06132,New Forge Engineering Pty Ltd,1006388-003,2021-10-05 02:19:02,2021-11-09 02:19:02,15.0,15.0,1.0
PO07078,Officeworks Ltd.,23250,2022-03-08 01:31:49,2022-03-15 01:31:49,2.0,2.0,1.0
PO04157,Lapp Australia Pty Ltd,1001403-001,2020-08-14 11:02:21,2020-09-04 11:02:21,100.0,100.0,1.0
PO04384,Open Wiring Systems,1007045-001,2020-11-03 05:10:15,2020-12-01 05:10:15,20.0,5.0,0.25
PO04543,Micro Fasteners Pty Ltd,1002216-001,2020-12-13 22:14:38,2021-01-10 22:14:38,1000.0,1000.0,1.0
PO06119,Open Wiring Systems,1007800-001,2021-10-01 01:20:22,2021-10-29 01:20:22,30.0,30.0,1.0
PO05508,Grand Venture Technology,1001367-002,2021-06-23 23:39:10,2021-08-04 23:39:10,50.0,50.0,1.0
PO04605,Gorilla Circuits,1007191-001,2020-12-25 02:20:14,2021-01-29 02:20:14,10.0,10.0,1.0
PO06851,Element14 Pty Ltd,29000,2022-01-20 03:33:02,2022-02-24 03:33:02,2.0,2.0,1.0
PO04613,Grand Venture Technology,1001356-002,2020-12-27 23:13:56,2021-02-07 23:13:56,10.0,10.0,1.0
PO04613,Grand Venture Technology,1004000-001,2020-12-27 23:13:56,2021-02-07 23:13:56,10.0,10.0,1.0
PO04613,Grand Venture Technology,1003741-002,2020-12-27 23:13:56,2021-02-07 23:13:56,10.0,10.0,1.0
PO04613,Grand Venture Technology,1005764-001,2020-12-27 23:13:56,2021-02-07 23:13:56,10.0,10.0,1.0
PO04613,Grand Venture Technology,1001578-010,2020-12-27 23:13:56,2021-02-07 23:13:56,10.0,10.0,1.0
PO05751,GOFOTON COMPANY LIMITED,1007102-001,2021-07-29 06:01:40,2021-09-02 06:01:40,100.0,0.0,0.0
PO07009,RS Components Pty Ltd,29000,2022-02-21 00:15:47,2022-02-28 00:15:47,1.0,4.0,0.0
PO04918,Fujian Hitronics Technologies Inc,1001338-006,2021-03-01 05:23:44,2021-04-19 05:23:44,13.0,12.0,0.9230769230769231
PO05893,K-One Industry Sdn Bhd,1003775-002,2021-08-26 03:50:28,2021-09-30 03:50:28,1000.0,1000.0,1.0
PO06840,RS Components Pty Ltd,29000,2022-01-19 00:39:13,2022-01-26 00:39:13,1.0,43.0,1.0
PO05727,Micro Fasteners Pty Ltd,1005901-001,2021-07-26 03:20:30,2021-08-30 03:20:30,1000.0,1000.0,1.0
PO05089,WH Williams Pty Ltd,1007206-003,2021-04-07 02:18:30,2021-05-12 02:18:30,5.0,5.0,1.0
PO06952,Officeworks Ltd.,23005,2022-02-09 04:22:49,2022-02-16 04:22:49,2.0,3.0,1.0
PO04765,Yangtze Optical Fibre and Cable Joint Stock Limited Company (YOFC),1001926-002,2021-02-02 04:33:48,2021-03-09 04:33:48,40.0,40.0,1.0
PO04765,Yangtze Optical Fibre and Cable Joint Stock Limited Company (YOFC),1005754-002,2021-02-02 04:33:48,2021-03-09 04:33:48,100.0,100.0,1.0
PO05953,Grand Venture Technology,1001472-002,2021-09-07 05:24:28,2021-10-19 05:24:28,25.0,25.0,1.0
PO05953,Grand Venture Technology,1001474-003,2021-09-07 05:24:28,2021-10-19 05:24:28,25.0,25.0,1.0
PO05953,Grand Venture Technology,1001479-003,2021-09-07 05:24:28,2021-10-19 05:24:28,20.0,20.0,1.0
PO05953,Grand Venture Technology,1006348-001,2021-09-07 05:24:28,2021-09-15 05:24:28,20.0,20.0,1.0
PO05953,Grand Venture Technology,1001369-004,2021-09-07 05:24:28,2021-10-19 05:24:28,20.0,20.0,1.0
PO05953,Grand Venture Technology,1002345-006,2021-09-07 05:24:28,2021-10-19 05:24:28,20.0,20.0,1.0
PO06825,Bolt & Nut Australia,24010,2022-01-17 02:23:21,2022-01-24 02:23:21,1.0,1.0,1.0
PO06825,Bolt & Nut Australia,29000,2022-01-17 02:23:21,2022-02-21 02:23:21,100.0,100.0,1.0
PO04003,Fluid Seals,1006242-001,2020-07-02 00:33:12,2020-07-30 00:33:12,200.0,200.0,1.0
PO04095,Small Parts & Bearings Pty Ltd,1004964-001,2020-07-19 23:48:59,2020-08-09 23:48:59,200.0,200.0,1.0
PO04005,Open Wiring Systems,1001549-002,2020-07-02 00:44:23,2020-07-30 00:44:23,20.0,20.0,1.0
PO04065,Fujian Hitronics Technologies Inc,1001338-001,2020-07-13 00:35:20,2020-08-24 00:35:20,10.0,10.0,1.0
PO04367,Fujian Hitronics Technologies Inc,1001338-001,2020-11-01 22:49:14,2020-12-13 22:49:14,30.0,30.0,1.0
PO04367,Fujian Hitronics Technologies Inc,1001344-001,2020-11-01 22:49:14,2020-12-06 22:49:14,30.0,30.0,1.0
PO04367,Fujian Hitronics Technologies Inc,1003716-002,2020-11-01 22:49:14,2020-12-13 22:49:14,20.0,5.0,0.25
PO07049,Officeworks Ltd.,23250,2022-03-01 08:25:38,2022-03-08 08:25:38,1.0,1.0,1.0
PO07049,Officeworks Ltd.,24015,2022-03-01 08:25:38,2022-04-05 08:25:38,1.0,1.0,1.0
PO06814,DMD Storage Group,23008,2022-01-13 22:08:54,2022-01-20 22:08:54,1.0,49.0,1.0
PO04871,Sei Pak (Aust) Pty Ltd,1001655-003,2021-02-21 00:11:07,2021-03-28 00:11:07,102.0,102.0,1.0
PO07057,RS Components Pty Ltd,1008629-001,2022-03-03 00:34:20,2022-03-10 00:34:20,12.0,12.0,1.0
PO05600,FS,1007065-001,2021-07-08 05:51:38,2021-08-05 05:51:38,100.0,100.0,1.0
PO04830,Digi-Key Electronics,1004967-001,2021-02-10 04:36:57,2021-03-03 04:36:57,25.0,25.0,1.0
PO06844,Micro Fasteners Pty Ltd,1008872-001,2022-01-19 03:16:15,2022-01-26 03:16:15,100.0,100.0,1.0
PO06844,Micro Fasteners Pty Ltd,1008873-001,2022-01-19 03:16:15,2022-01-26 03:16:15,100.0,100.0,1.0
PO07124,EMONA INSTRUMENTS PTY LTD,29000,2022-03-16 22:53:19,2022-03-23 22:53:19,2.0,2.0,1.0
PO07124,EMONA INSTRUMENTS PTY LTD,24015,2022-03-16 22:53:19,2022-04-20 22:53:19,1.0,1.0,1.0
PO05888,New Forge Engineering Pty Ltd,1007932-001,2021-08-25 01:07:54,2021-09-29 01:07:54,10.0,10.0,1.0
PO04787,RS Components Pty Ltd,1006217-001,2021-02-03 23:20:45,2021-02-10 23:20:45,10.0,10.0,1.0
PO04787,RS Components Pty Ltd,1007391-001,2021-02-03 23:20:45,2021-03-10 23:20:45,10.0,10.0,1.0
PO04899,Open Wiring Systems,1007045-001,2021-02-26 04:33:54,2021-03-26 04:33:54,35.0,7.0,0.2
PO04995,Micro Fasteners Pty Ltd,1002150-001,2021-03-15 22:33:12,2021-04-12 22:33:12,1000.0,1000.0,1.0
PO05196,3D Markforge Printing (Internal),1006271-001,2021-04-27 23:35:09,2021-06-01 23:35:09,30.0,30.0,1.0
PO05196,3D Markforge Printing (Internal),1006288-003,2021-04-27 23:35:09,2021-06-01 23:35:09,0.0,15.0,1.0
PO05196,3D Markforge Printing (Internal),1006122-001,2021-04-27 23:35:09,2021-06-01 23:35:09,30.0,30.0,1.0
PO05196,3D Markforge Printing (Internal),1006288-001,2021-04-27 23:35:09,2021-06-01 23:35:09,30.0,30.0,1.0
PO04068,K-One Industry Sdn Bhd,1001535-001,2020-07-13 00:42:13,2020-08-10 00:42:13,500.0,500.0,1.0
PO04781,ECP Engineering,1007348-001,2021-02-02 22:53:36,2021-03-09 22:53:36,1.0,1.0,1.0
PO04781,ECP Engineering,1007347-001,2021-02-02 22:53:36,2021-03-09 22:53:36,1.0,1.0,1.0
PO05513,Diamond Optics Pty Ltd,1007639-001,2021-06-24 06:00:04,2021-07-29 06:00:04,40.0,12.0,0.3
PO05337,Solid Photon Inc,1007735-001,2021-05-26 13:18:17,2021-07-07 13:18:17,20.0,20.0,1.0
PO05337,Solid Photon Inc,1007734-001,2021-05-26 13:18:17,2021-06-30 13:18:17,20.0,20.0,1.0
PO05337,Solid Photon Inc,1007732-001,2021-05-26 13:18:17,2021-06-30 13:18:17,20.0,20.0,1.0
PO05337,Solid Photon Inc,1007731-001,2021-05-26 13:18:17,2021-06-30 13:18:17,20.0,20.0,1.0
PO05078,RS Components Pty Ltd,1005049-001,2021-04-01 00:36:15,2021-04-29 00:36:15,100.0,100.0,1.0
PO04008,"Dayoptics, Inc. (Use Fujian Dayoptics, Inc after 30 June 2021)",1003742-002,2020-07-02 01:00:03,2020-08-06 01:00:03,39.0,39.0,1.0
PO05479,Grand Venture Technology,1003741-002,2021-06-21 06:42:29,2021-08-02 06:42:29,30.0,30.0,1.0
PO05479,Grand Venture Technology,1006121-001,2021-06-21 06:42:29,2021-08-02 06:42:29,50.0,50.0,1.0
PO05479,Grand Venture Technology,1001356-002,2021-06-21 06:42:29,2021-08-02 06:42:29,50.0,50.0,1.0
PO05479,Grand Venture Technology,1005764-001,2021-06-21 06:42:29,2021-08-02 06:42:29,50.0,50.0,1.0
PO05479,Grand Venture Technology,1006347-003,2021-06-21 06:42:29,2021-08-02 06:42:29,25.0,25.0,1.0
PO05479,Grand Venture Technology,1006350-001,2021-06-21 06:42:29,2021-08-02 06:42:29,50.0,50.0,1.0
PO05479,Grand Venture Technology,1004077-001,2021-06-21 06:42:29,2021-07-26 06:42:29,50.0,50.0,1.0
PO05479,Grand Venture Technology,1006351-001,2021-06-21 06:42:29,2021-08-02 06:42:29,50.0,50.0,1.0
PO05479,Grand Venture Technology,1006348-001,2021-06-21 06:42:29,2021-06-29 06:42:29,20.0,20.0,1.0
PO05479,Grand Venture Technology,1001384-012,2021-06-21 06:42:29,2021-07-26 06:42:29,25.0,25.0,1.0
PO05479,Grand Venture Technology,1001385-009,2021-06-21 06:42:29,2021-07-26 06:42:29,25.0,25.0,1.0
PO04591,Micro Fasteners Pty Ltd,1005034-001,2020-12-21 04:50:35,2021-01-11 04:50:35,1000.0,1000.0,1.0
PO04591,Micro Fasteners Pty Ltd,1002146-001,2020-12-21 04:50:35,2021-01-11 04:50:35,500.0,500.0,1.0
PO04926,Fujian Hitronics Technologies Inc,1001344-003,2021-03-02 04:55:06,2021-04-13 04:55:06,10.0,10.0,1.0
PO07314,Hipac Packaging Solutions,24015,2022-05-11 00:55:31,2022-06-15 00:55:31,1.0,1.0,1.0
PO07314,Hipac Packaging Solutions,29000,2022-05-11 00:55:31,2022-06-15 00:55:31,12.0,24.0,1.0
PO07225,Samec Pty Ltd,24015,2022-04-12 01:51:36,2022-05-17 01:51:36,2.0,2.0,1.0
PO07225,Samec Pty Ltd,23008,2022-04-12 01:51:36,2022-04-19 01:51:36,1.0,28.0,1.0
PO07015,Ink Station,24050,2022-02-22 00:33:18,2022-03-01 00:33:18,1.0,1.0,1.0
PO07015,Ink Station,24015,2022-02-22 00:33:18,2022-03-29 00:33:18,1.0,1.0,1.0
PO06669,Open Wiring Systems,1008124-001,2021-12-14 00:55:52,2021-12-21 00:55:52,10.0,10.0,1.0
PO05753,Ibsen Photonics A/S,1000812-006,2021-07-29 06:14:22,2021-10-28 06:14:22,200.0,200.0,1.0
PO04184,Micro Fasteners Pty Ltd,1006315-001,2020-08-19 04:48:27,2020-08-27 04:48:27,200.0,200.0,1.0
PO05034,Lapp Australia Pty Ltd,1006104-001,2021-03-22 05:51:38,2021-04-26 05:51:38,100.0,100.0,1.0
PO07026,Bunnings Group Limited,29000,2022-02-23 22:31:48,2022-03-02 22:31:48,4.0,8.0,1.0
PO07026,Bunnings Group Limited,24015,2022-02-23 22:31:48,2022-03-30 22:31:48,1.0,1.0,1.0
PO05181,"DJ MODEL & TOOLING CO.,LIMITED",1001480-001,2021-04-26 01:35:28,2021-05-31 01:35:28,20.0,20.0,1.0
PO06185,Custom Optics ,1007733-001,2021-10-08 23:30:18,2021-11-12 23:30:18,3.0,3.0,1.0
PO06082,Bolt & Nut Australia,1007709-001,2021-09-28 04:20:39,2021-11-02 04:20:39,200.0,200.0,1.0
PO07064,Sanitiser Solutions Australia,23250,2022-03-04 01:08:21,2022-03-11 01:08:21,8.0,9.0,1.0
PO04255,Open Wiring Systems,1006328-001,2020-09-28 12:49:25,2020-10-26 12:49:25,2.0,2.0,1.0
PO04255,Open Wiring Systems,1007058-001,2020-09-28 12:49:25,2020-10-19 12:49:25,2.0,2.0,1.0
PO07267,UniTix (Custom Wristband),24015,2022-04-29 04:41:38,2022-06-03 04:41:38,1.0,1.0,1.0
PO07267,UniTix (Custom Wristband),24050,2022-04-29 04:41:38,2022-06-03 04:41:38,1.0,1.0,1.0
